UML_ID,Mill_Name,Group_Name,Group,Parent_Com,Parent Company,Comments,RSPO_Statu,RSPO_Type,Date,Latitude,Longitude,ISO,Country,Province,District,Confidence,Alternativ,Type,Alt Names
PO1000000120,BUKIT LEELAU,IOI CORPORATION,IOI,IOI CORPORATION BERHAD,IOI,,RSPO Certified,"RSPO Certified, IP",2019-10-31,3.30273000000,103.13789000000,MYS,Malaysia,Pahang,Pekan,1-Fully Verified,,,"BUKIT LEE LAU,BUKIT LEELAU MILL,,BUKIT LEELAU PALM OIL MILL,,,,,,,,,,,,,,BUKIT LEELAU POM,IOI CORPORATION BHD,IOI CORPORATION BHD,IOI CORPORATION BHD,PERUSAHAAN MEKASSAR (M) SDN BHD - BUKIT LEELAU PALM OIL MILL,PERUSAHAAN MEKASSAR (M) SDN BHD - BUKIT LEELAU PALM OIL MILL,,,LEE LAU,,,,PERUSAHAAN MEKASSAR
(M) SDN BHD - BUKIT
LEELAU PALM OIL MILL"
PO1000000122,MAYVIN,IOI CORPORATION,IOI,IOI CORPORATION BERHAD,IOI,,RSPO Certified,"RSPO Certified, IP",2019-10-31,5.55530000000,117.22644000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"MAYVIN GROUPING,,,,,,,,,,,,,,,MAYVIN P.O.M,MAYVIN P.O.M,IOI CORPORATION BHD,IOI CORPORATION BHD,MAYVIN PALM OIL MILL,BUMIHUTANI LESTARI POM,MAYVIN POM,,"
PO1000000123,EXTRACTORA TEQUENDAMA,DAABON GROUP,DAABON GROUP,C.I. TEQUENDAMA S.A.S.,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,10.54855000000,-74.18129000000,COL,Colombia,Magdalena,Aracataca,1-Fully Verified,,,"C.I. TEQUENDAMA,,,,C.I. TEQUENDAMA S.A.S.,C.I. TEQUENDAMA S.A.S. (EXTRACTORA TEQUENDAMA),C.I. TEQUENDAMA S.A.S. (EXTRACTORA
TEQUENDAMA),C.I. TEQUENDAMA S.A.S - DAABON - EXTRACTORA TEQUE,C.I. TEQUENDAMA S.A.S - DAABON - EXTRACTORA TEQUENDAMA,EXTRACTORA TEQUENDAMA S.A.S.,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,EXTRACTORA
TEQUENDAMA,C.I. TEQUENDAMA S.A.S,ABDI BUDI MULIA 280"
PO1000000128,CAROTINO,JC CHANG (PTE) LTD,JC CHANG,CAROTINO SDN BHD,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,3.81663000000,102.81821000000,MYS,Malaysia,Pahang,Kuantan,1-Fully Verified,,,"CAROTINO PALM OIL MILL,CAROTINO SDN BHD,,CAROTINO/ JC CHANG GROUP,CAROTINO SDN BHD (OIL FROM CAROTINO OIL MILL),CAROTINO SDN.BHD.,CAROTINO POM,,,,,,,,,,KKS CAROTINO SDN. BHD.,KKS CAROTINO SDN. BHD.,JC CHANG GROUP,JC CHANG GROUP,JC CHANG GROUP,CAROTINO OIL MILL SDN BHD,KAMPARINDO AGRO INDUSTRI MILL,,,,,CAROTINO SDNBHD,,"
PO1000000130,TERUSAN,WILMAR,Wilmar,SAPI PLANTATION SDN BHD,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.83151000000,117.34046000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"SAPI PLANTATION (TERUSAN),SAPI PLANTATION SDN BHD (TERUSAN,PPB OIL PALMS BERHAD - SAPI PLANTATION TERUSAN MILL,SAPI PLANTATION SDN BHD (TERUSAN MILL),,,,,,,TERUSAN MILL,KILANG KELAPA SAWIT TERUSAN,KILANG KELAPA SAWIT TERUSAN,TERUSAN PALM OIL MILL,TERUSAN PALM OIL MILL,,,SAPI PLANTATION SDN BHD (TERUSAN
MILL),,,,SAPI PLANTATION SDN BHD (TERUSANMILL),TENGGAROH POM,,,,,,,,,,,"
PO1000000131,TERERE,NBPOL,NBPOL,GUADALCANAL PLAINS PALM OIL LTD,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,-9.44270000000,160.21870000000,SLB,Solomon Islands,Guadalcanal,East Ghaobata,1-Fully Verified,,,"TETERE,,,TETERE*,GUADALCANAL PLAINS PALM OIL LTD, PART OF NBPOL GROUP,GUADALCANAL PLAINS PALM OIL LTD, PART OF NBPOL GROUP,GUADALCANAL PLAINS PALM OIL LTD, PART OF NBPOL GROUP,TETERE MILL,GUADALCANAL PLAINS PALM OIL LTD, PART OF NBPOL GROUP,GUADALCANAL PLAINS PALM OIL LTD, PART OF NBPOL GROUP,GUADALCANAL PLAINS PALM OIL LTD PART OF NBPOL GROUP,GUADALCANAL PLAINS OIL LTD - TETERE,ABDI BUDI MULIA 1214"
PO1000000134,SUKAJADI SAWIT MEKAR 2,MUSIM MAS,Musim Mas,SUKAJADI SAWIT MEKAR,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,-2.37025000000,112.60261000000,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,,"AGROWIRATAMA SUKAJADI SAWIT MEKAR 2,,AGROWIRATAMA - PKS SUKAJADI SAWIT MEKAR 2,,,,,PT. SUKAJADI SAWIT MEKAR 2,MUSIM MAS,MUSIM MAS,SUKAJADI SAWIT MEKAR 2 PALM OIL MILL,SAWIT MULIA,AGROWIRATAMA
SUKAJADI SAWIT MEKAR
2,AGROWIRATAMA SUKAJADI
SAWIT MEKAR 2,AGROWIRATAMA SUKAJADI
SAWIT MEKAR 2,AGROWIRATAMA SUKAJADI
SAWIT MEKAR 2,AGROWIRATAMA SUKAJADI
SAWIT MEKAR 2,AGROWIRATAMA SUKAJADI
SAWIT MEKAR 2,SUKAJADI SAWIT MEKAR
2,SUKAJADI SAWIT MEKAR 2 POM,,,SSM 2"
PO1000000137,SAPI,WILMAR,Wilmar,SAPI PLANTATION SDN BHD,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.73352000000,117.38740000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"SAPI PLANTATION,SAPI PLANTATION SDN BHD,PPB OIL PALMS BERHAD - SAPI PLANTATION,,,,,,,SAPI POM,SAPI PALM OIL MILL,SAPI PALM OIL MILL,,,,,,,,,,,,,,,,,"
PO1000000139,REKA HALUS,WILMAR,Wilmar,REKA HALUS SDN BHD,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.76671000000,117.46374000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,Reka Halus,,"REKAHALUS,REKAHALUS SDN BHD,PPB OIL PALMS BERHAD - REKA HALUS,,,,,REKA HALUS SDN BHD,,,K.K.S. REKA HALUS,K.K.S. REKA HALUS,REKA HALUS PALM OIL MILL,,,,,,,,,,,,,,,,,"
PO1000000143,PERDANA,REA HOLDINGS,R.E.A. Holdings,REA KALTIM,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,0.25854000000,116.14992000000,IDN,Indonesia,Kalimantan Timur,Kutai Kartanegara,1-Fully Verified,,,"REA KALTIM PLANTATIONS I,PERDANA OIL MILL,,PERDANA PALM OIL MILL,REA KALTIM PLANTATION PERDANA,,PERDANA OIL MILL  (POM),PERDANA OIL MILL (POM),,,,REA KALTIM - PERDANA"
PO1000000144,MUSTIKA SEMBULUH 1,WILMAR,Wilmar,MUSTIKA SEMBULUH,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,-2.59050000000,112.51128000000,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,,",,,,,,KERRY SAWIT INDONESIA 1,MUSTIKA SEMBULUH,,,,,,,ABDI BUDI MULIA 683"
PO1000000146,KERRY SAWIT INDONESIA 1,WILMAR,Wilmar,KERRY SAWIT INDONESIA,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,-2.78463000000,112.50953000000,IDN,Indonesia,Kalimantan Tengah,Seruyan,1-Fully Verified,,,",,PT. KERRY SAWIT INDONESIA,PT. KERRY SAWIT INDONESIA,PT. KERRY SAWIT INDONESIA,,,,,KERRY SAWIT INDONESIA,,,,,,,ABDI BUDI MULIA 483"
PO1000000148,UKUI I,ROYAL GOLDEN EAGLE,Royal Golden Eagle (RGE),INTI INDOSAWIT SUBUR,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,-0.22320000000,102.09500000000,IDN,Indonesia,Riau,Pelalawan,1-Fully Verified,,,"PKS UKUI I,,PT INTI INDOSAWIT SUBUR UKUI I,INTI INDOSAWIT SUBUR (PKS UKUI I),INTI INDOSAWIT SUBUR,,,,,,,,ASIAN AGRI,UKUI I MILL,INTI INDOSAWIT SUBUR (UKUI I),UKUI,UKUI I (PUS)"
PO1000000155,BUKIT KERAYONG (SOU 7),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, MB",2019-10-31,3.18686000000,101.37489000000,MYS,Malaysia,Selangor,Kuala Selangor,2-High Confidence,,,"BUKIT KERAYONG,BUKIT KERAYONG PALM OIL MILL,,BUKIT KERAYONG OIL MILL (SOU7),KILANG KELAPA SAWIT BUKIT KERAYONG,,,,,BUKIT KERAYONG OIL MILL,KILANG KELAPA SAWIT BUKIT
KERAYONG,KKS BUKIT KERAYONG,,,,,,,SIME DARBY PLANTATION SDN BHD,BUKIT KERAYONG (SOU
7),,,BUKIT KERAYONG (SOU 07)"
PO1000000156,JABOR (SOU 12),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, MB",2019-10-31,3.96083000000,103.30889000000,MYS,Malaysia,Trengganu,Kemaman,1-Fully Verified,,,"JABOR,JABOR OIL MILL,KILANG KELAPA SAWIT JABOR (SOU 12),SIME DARBY - JABOR,KILANG KELAPA SAWIT JABOR,JABOR PALM OIL MILL,,,,,,,KKS JABOR,TETANGGA AKRAB POM 1,,,JABOR 0IL MILL(S0U12),,"
PO1000000157,TENNAMARAM (SOU 6),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, IP",2019-10-31,3.39564000000,101.41761000000,MYS,Malaysia,Selangor,Kuala Selangor,1-Fully Verified,,,"TENNAMARAM,KKS TENNAMARAM,,TENNAMARAM(SOU6),TENNAMARAM PALM OIL MILL,,,,,,,,,,,SIME DARBY PLANTATION SDN BHD,SIME DARBY PLANTATION SDN BHD,TENNAMARAM OIL MILL,TENNAMARAM OIL MILL,SIMA AGUNG PRIMA SAWIT,,,TENNAMARAM(SOU,TENNAMARAM (SOU 06)"
PO1000000169,RIBUBONUS,WILMAR,Wilmar,SABAHMAS PLANTATION SDN BHD,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,5.68686000000,117.09226000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"SABAHMAS PLANTATION (RIBUBONUS),SABAHMAS PLANTATION SDN BHD,SABAHMAS PLANTATION - RIBUBONUS,SABAHMAS PLANTATION SDN BHD (RIBUBONUS),,,,,,,SABAHMAS PLANTATION SDN BHD
(RIBUBONUS),RIBUBONUS PALM OIL MILL,RIBUBONUS PALM OIL MILL,,,,,,SABAHMAS PLANTATION SDN BHD(RIBUBONUS),JERAGAN BISTARI POM,,,,,,,,,,,,"
PO1000000170,MAJU ANEKA SAWIT,MUSIM MAS,Musim Mas,MAJU ANEKA SAWIT,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,-2.47817000000,112.64761000000,IDN,Indonesia,Kalimantan Tengah,Kotawaringin Timur,1-Fully Verified,,,"AGROWIRATAMA - PKS MAJU ANEKA SAWIT & GAP,PT MAJU ANEKA SAWIT,,,,,PT. MAJU ANEKA SAWIT,ICOF,ICOF,MAJU ANEKA SAWIT PALM OIL MILL,,"
PO1000000180,BERKAT SAWIT SEJATI,MUSIM MAS,Musim Mas,BERKAT SAWIT SEJATI,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,-2.31928000000,103.71164000000,IDN,Indonesia,Sumatera Selatan,Musi Banyuasin,1-Fully Verified,,Crusher,"PT. BERKAT SAWIT SEJATI,MUSIM MAS,,,"
PO1000000182,GIRAM (SOU 29),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, MB",2019-10-31,4.58679000000,118.19391000000,MYS,Malaysia,Sabah,Tawau,1-Fully Verified,,,"GIRAM,GIRAM OIL MILL,,GIRAM PALM
OIL MILL,,,KKS GIRAM,,,GIRAM POM,KILANG KELAPA SAWIT GIRAM,KILANG KELAPA SAWIT GIRAM,SIME DARBY PLANTATION (SABAH) SDN BHD,SAWITA PASAMAN JAYA MILL,,,"
PO1000000183,GUNUNG MAS (SOU 21),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, IP",2019-10-31,2.24354000000,103.13794000000,MYS,Malaysia,Johor,Segamat,1-Fully Verified,,,"GUNUNG MAS,GUNUNG MAS POM,,GUNUNG MAS OIL MILL  SOU 21,GUNUNG MAS (SOU21),,,,,GUNUNG MAS OIL MILL,GUNUNG MAS PALM OIL MILL,GUNUNG MAS PALM OIL,,,,,,,SIME DARBY PLANTATION SDN BHD,SIME DARBY PLANTATION SDN BHD,GUNUNG MAS OIL MILL - SIME DARBY,GUNUNG MAS OIL MILL - SIME DARBY,SIME DARBY-GUNUNG MAS PALM OIL
MILL,,,,GUNUNG MAS (S0U21),GUNUNG MAS OIL MILL -SIME DARBY,SIME DARBY-GUNUNG MAS PALM OIL MILL"
PO1000000184,UNIT KISARAN,BAKRIE,Bakrie,BAKRIE SUMATERA PLANTATIONS,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,3.04075000000,99.58144000000,IDN,Indonesia,Sumatera Utara,Asahan,1-Fully Verified,,,"UNIT SUMUT KISARAN,BAKRIE SUMATERA PLANTATION (UNIT,,KISARAN,BAKRIE SUMATERA PLANTATION (UNIT SUMUT 1 KISARAN POM),,,TANAH PUTIH,,,,,,PT BAKRIE SUMATERA PLANTATION BUNUT PO,BAKRIE SUMATERA PLANTATION (UNIT
SUMUT 1 KISARAN POM),UNIT SUMUT I  - KISARAN POM,,,,KISARAN PALM OIL MILL,BAKRIE SUMATERA PLANTATION (UNIT SUMUT 1
KISARAN POM),BAKRIE SUMATERA PLANTATION (UNIT SUMUT 1KISARAN POM)"
PO1000000185,BUKIT MAS,HAP SENG PLANTATIONS HOLDINGS BERHAD,Hap Seng Plantations Holdings,HAP SENG PLANTATIONS (RIVER ESTATES) SDN BHD,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,5.33730000000,118.47364000000,MYS,Malaysia,Sabah,Kinabatangan,1-Fully Verified,,,"RIVER ESTATES,RIVER,,BUKIT,BDUNK BITH MD AS,BUKIT MAS PALM OIL MILL,BUKIT MAS
PALM OIL MILL,,,,,,,,,,,,,,,,,HAP SENG PLANTATIONS (RIVER
ESTATES) SDN BHD,SG. SEGAMA GROUP OF ESTATES,BUKIT MASS PALM OIL MILL,HAP SENG PLANTATIONS (RIVER ESTATES),HAP SENG PLANTATIONS (RIVER ESTATES),HAP SENG PLANTATIONS HOLDINGS SDN BHD,HAP SENG PLANTATIONS HOLDINGS SDN BHD,HAP SENG PLANTATIONS HOLDINGS SDN BHD,HAP SENG PLANTATIONS (RIVER ESTATES) SDN. BHD. - SG. SEGAMA GROUP OF ESTATES,HAP SENG PLANTATIONS,BUKIT MAS PALM
OIL MILL,BUKIT MAS POM,EKAJAYA MULTI PERKASA MILL,HAP SENG PLANTATIONS (RIVER ESTATES) SDN. BHD. - SG.,HAP SENG PLANTATIONS (RIVER ESTATES)
SDN BHD,HAP SENG PLANTATIONS (RIVER ESTATES) SDN BHD (BUKIT MAS
POM),,,HAP SENG PLANTATIONS (RIVER,HAP SENG PLANTATIONS (RIVER ESTATES) SDN BHD
(BUKIT MAS
POM),BUKIT MAS PALM 0IL MILL,,"
PO1000000187,DIAMOND JUBILEE (SOU 18),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, IP",2019-10-31,2.32425000000,102.48284000000,MYS,Malaysia,Melaka,Jasin,1-Fully Verified,,,"DIAMOND JUBILEE,KKS DIAMOND JUBILEE,,DIAMOND JUBILEE OIL MILL,DIAMOND JUBILEE(SOU18),DIAMOND JUBILEE POM,,,,,DIOMAND JUBLEE,KILANG KELAPA SAWIT DIAMOND JUBILEE,,,,,SIME DARBY PLANTATION SDN BHD,SIME DARBY PLANTATION SDN BHD,SDARBY - GUNUNG MAS,LADANG MAMAHAT,DIAMOND JUBILEE (SOU
18),,,,DIAMOND JUBILEE(S0U18)"
PO1000000189,NORDANAL (SOU 19),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,Not RSPO Certified,,2019-10-31,2.18333000000,102.73333000000,MYS,Malaysia,Johor,Muar,1-Fully Verified,,,NORDANAL
PO1000000190,CHAAH (SOU 20),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, IP",2019-10-31,2.14873000000,102.97399000000,MYS,Malaysia,Johor,Batu Pahat,1-Fully Verified,,,"CHA'AH,CHAAH,CHAAH POM,,CHAAH OIL MILL,CHAAH POM (SOU20),,,,,KILANG KELAPA SAWIT CHAAH,,,,,,,SIME DARBY PLANTATION SDN BHD,SIME DARBY PLANTATION SDN BHD,LADANG RAJA UDANG/ SARIBAS,,,SIME DARBY - CHAAH POM,,CHAAH P0M (S0U20),CHAAH PALM OIL MILL(SOU 20)"
PO1000000191,ELPHIL (SOU 3),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, MB",2019-10-31,4.89058000000,101.09310000000,MYS,Malaysia,Perak,Kuala Kangsar,1-Fully Verified,,,"ELPHIL POM,ELPHIL,CHAAH OIL MILL,SIME DARBY - ELPHIL,KILANG ELPHIL,ELPHILL,,,,ELPHIL OIL MILL,KKS ELPHIL,KKS ELPHILL,ELPHIL OIL MILL (SOU3),,,,,,ELPHIL PALM OIL MILL,,SDARBY - CHAAH,FELIZA ESTATE & POM,,,ELPHIL 0IL MILL (S0U3),ELPHIL (SOU 03)"
PO1000000192,BUKIT PUTERI (SOU 10),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, MB",2019-10-31,4.20269000000,101.86264000000,MYS,Malaysia,Pahang,Lipis,1-Fully Verified,,,"BUKIT PUTERI,SIME DARBY PLANTATION BERHAD,SIME DARBY PLANTATION / BUKIT PUTERI,BUKIT PUTERI OIL MILL,BUKIT PUTERI PALM OIL MILL,SIME DARBY PLANTATION SDN BHD / BUKIT PUT,,,KILANG KELAPA SAWIT BUKIT PUTERI,KKS BUKIT PUTERI,DELIMA MAKMUR,,,BUKIT PUTERI POM (SOU10),SIME DARBY KKS
BUKIT PUTERI"
PO1000000193,SERI INTAN (SOU 5),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, IP",2019-10-31,3.96923000000,100.98556000000,MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified,,,"SERI INTAN POM,SERI INTAN,SERI INTAN OIL MILL,,SERI INTAN POM (SOU5),,,,,SERI INTAN PALM OIL MILL,KKS SERI INTAN,,,,,,,SIME DARBY PLANTATION SDN BHD,,,SERI INTAN P0M (SOU5),SERI TNTAN P0M (S0U5),,,SERI INTAN (SOU 05)"
PO1000000194,BUKIT BENUT (SOU 22),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, IP",2019-10-31,1.93114000000,103.34737000000,MYS,Malaysia,Johor,Keluang,1-Fully Verified,,,"BUKIT BENUT,BUKIT BENUT POM,,BUKIT BENUT OIL MILL,BUKIT BENUT(SOU22),,,,,BUKIT BENUT PALM OIL MILL,BUKIT BENUT PALM,,,,,,,SIME DARBY PLANTATION SDN BHD,SIME DARBY PLANTATION SDN BHD,SIME DARBY-BUKIT BENUT PALM OIL
MILL,MEDCO PAPUA HIJAU SELARAS,,,,BUKIT BENUT(S0U22),,,SIME DARBY-BUKIT BENUT PALM OIL MILL"
PO1000000195,SELABA (SOU 5),SIME DARBY,Sime Darby Guthrie (SDGI),SIME DARBY PLANTATION BHD,Sime Darby Guthrie (SDGI),,RSPO Certified,"RSPO Certified, MB",2019-10-31,3.98897000000,101.08128000000,MYS,Malaysia,Perak,Hilir Perak,1-Fully Verified,Selaba,,"SELABA OIL MILL,SELABA,SELABA PALM OIL MILL,SELABA POM,KKS SELABA,,,,,SIME DARBY PLANTATION SDN BHD,,,SELABA (SOU 05),SIME DARBY KKS
SELABA"
PO1000000198,SRI KAMUSAN,WILMAR,Wilmar,SRI KAMUSAN SDN BHD,,,RSPO Certified,"RSPO Certified, MB",2019-10-31,6.20380000000,117.29119000000,MYS,Malaysia,Sabah,Beluran,1-Fully Verified,,,"SRI KAMUSAN SDN BHD,,,,,,,SRI KAMUSAN POM,KKS SRI KAMUSAN,KKS SRI KAMUSAN,SRI KAMUSAN PALM OIL MILL,,,,,,UMAS POM,,,,,,,,,,,,"
PO1000000199,PUKIN,IOI CORPORATION,IOI,SYARIKAT PUKIN LADANG KELAPA SAWIT SDN BHD,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,2.72235000000,102.91100000000,MYS,Malaysia,Pahang,Rompin,1-Fully Verified,,,"PUKIN MILL,,IOI CORPORATION BERHAD,PUKIN PALM OIL MILL,PNU BKIHND,,,,,,,,,,,,,,PUKIN POM,PUKIN PALM OIL MILL SDN BHD,IOI PUKIN POM,DPNU KBINHD,DPNU KBINHD,DPNU KBINHD,DPNU KBINHD,DPNU KBINHD,,,SYARIKAT PUKIN LADANG KELAPA SAWIT,SYARIKAT PUKIN LADANG KELAPA SAWIT,IOI CORPORATION BHD,IOI CORPORATION BHD,IOI CORPORATION BHD,SYARIKAT PUKIN LADANG KELAPA SAWIT SDN BHD - PUKIN PALM OIL MILL,SYARIKAT PUKIN LADANG KELAPA SAWIT SDN BHD - PUKIN PALM OIL MILL,SYARIKAT PUKIN LADANG KELAPA SAWIT SDN. BHD.,SYARIKAT PUKIN LADANG KELAPA SAWIT SDN. BHD.,,,,IOI PUKIN,,,,SYARIKAT PUKIN LADANG
KELAPA SAWIT SDN BHD -
PUKIN PALM OIL MILL"
PO1000000201,KEKAYAAN,KUALA LUMPUR KEPONG (KLK),KUALA LUMPUR KEPONG (KLK),KUALA LUMPUR KEPONG BERHAD,,,RSPO Certified,"RSPO Certified, IP",2019-10-31,2.20455000000,103.27039000000,MYS,Malaysia,Johor,Keluang,1-Fully Verified,,,"KEKAYAAN POM,,KEKAYAAN PALM OIL MILL,KS KEKAYAAN,KILANG KEKAYAAN,,KILANG KELAPA SAWIT KEKAYAAN,,,,K.K.S. KEKAYAAN,K.K.S. KEKAYAAN,KL KEPONG SABAH SDN BHD,KL KEPONG SABAH SDN BHD,KL KEPONG SABAH SDN BHD,KUALA LUMPUR KEPONG BERHAD KEKAYAAN PALM OIL MILL,KUALA LUMPUR KEPONG BERHAD KEKAYAAN PALM OIL MILL,KEKAYAAN PALM OIL MILL,KLK KEKAYAAN
PALM OIL MILL,KOTA TENGAH,KEKAYAAN PALM OIL
MILL,KEYAYAAN POM,,,,KUALA LUMPUR KEPONG BERHAD KEKAYAAN PALM OIL
MILL,,KEKAYAAN PALM OIL MILL - KLK"
PO1000000202,POLIAMBA,NBPOL,NBPOL,NEW BRITAIN PALM OIL,NBPOL,,RSPO Certified,"RSPO Certified, IP",2019-10-31,-2.87414000000,151.27593000000,PNG,Papua New Guinea,New Ireland,Kavieng,1-Fully Verified,,,"POLIAMBA OIL MILL,,,,,,NEW BRITAIN PALM OIL LIMITED,NEW BRITAIN PALM OIL LIMITED,NEW BRITAIN PALM OIL LIMITED,POLIAMBA LTD"
